,Unnamed: 0,user_id,gender,region,age,user_lat,user_lon,age_group,block
112,112,181,1.0,Ruzinov,26.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
314,314,344,0.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
804,804,834,1.0,Okolie,18.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
1247,1247,1138,0.0,Okolie,16.0,48.295065799999996,17.2426343,ages_1-17,Okolie_ages_1-17
2010,2010,2032,0.0,Petrzalka,20.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
2076,2076,2121,0.0,Petrzalka,21.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
2120,2120,2164,1.0,Okolie,20.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
2324,2324,2402,1.0,Okolie,38.0,48.295065799999996,17.2426343,ages_29-112,Okolie_ages_29-112
2468,2468,2512,1.0,Ruzinov,23.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
2471,2471,2430,1.0,Okolie,28.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
2627,2627,2708,1.0,Okolie,33.0,48.295065799999996,17.2426343,ages_29-112,Okolie_ages_29-112
3577,3577,3662,0.0,Petrzalka,29.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
3691,3691,3655,0.0,Okolie,16.0,48.295065799999996,17.2426343,ages_1-17,Okolie_ages_1-17
3705,3705,3553,0.0,Okolie,18.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
3788,3788,3815,0.0,Ruzinov,26.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
3960,3960,3946,0.0,Okolie,18.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
4093,4093,4095,0.0,Petrzalka,20.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
4252,4252,4258,0.0,Ruzinov,25.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
4267,4267,4314,1.0,Okolie,34.0,48.295065799999996,17.2426343,ages_29-112,Okolie_ages_29-112
4337,4337,4400,0.0,Ruzinov,23.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
4600,4600,4668,0.0,Ruzinov,20.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
4664,4664,4757,1.0,Petrzalka,20.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
4696,4696,4760,1.0,Petrzalka,21.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
5083,5083,5137,0.0,Okolie,22.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
5229,5229,5275,0.0,Okolie,23.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
5329,5329,5394,1.0,Ruzinov,26.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
5417,5417,5487,0.0,Petrzalka,22.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
5440,5440,5475,0.0,Petrzalka,22.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
5505,5505,5567,1.0,Okolie,21.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
5777,5777,5859,1.0,Petrzalka,16.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
5786,5786,5886,1.0,Petrzalka,28.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
6048,6048,5950,1.0,Okolie,21.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
6121,6121,6086,1.0,Okolie,23.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
6159,6159,6120,1.0,Ruzinov,25.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
6288,6288,6333,0.0,Okolie,24.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
6649,6649,6707,1.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
6657,6657,6643,1.0,Ruzinov,25.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
6851,6851,6803,1.0,Petrzalka,24.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
7066,7066,7065,1.0,Okolie,17.0,48.295065799999996,17.2426343,ages_1-17,Okolie_ages_1-17
7087,7087,7145,1.0,Petrzalka,24.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
7254,7254,7286,1.0,Ruzinov,24.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
7694,7694,7646,1.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
7750,7750,7833,0.0,Ruzinov,29.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
7791,7791,7793,0.0,Ruzinov,21.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
8253,8253,8318,1.0,Ruzinov,21.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
8393,8393,8453,1.0,Okolie,21.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
8455,8455,8458,0.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
8578,8578,8575,1.0,Okolie,24.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
9076,9076,9022,1.0,Petrzalka,28.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
9669,9669,9751,1.0,Ruzinov,23.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
9697,9697,9702,1.0,Petrzalka,28.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
9949,9949,9839,0.0,Petrzalka,46.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
9994,9994,10082,0.0,Ruzinov,17.0,48.149314200000006,17.1645049,ages_1-17,Ruzinov_ages_1-17
9996,9996,10053,1.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
10100,10100,10017,0.0,Okolie,18.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
10125,10125,10133,0.0,Okolie,19.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
10188,10188,10159,1.0,Okolie,23.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
10273,10273,10354,1.0,Okolie,17.0,48.295065799999996,17.2426343,ages_1-17,Okolie_ages_1-17
10365,10365,10457,0.0,Okolie,25.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
10439,10439,10318,1.0,Ruzinov,29.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
10507,10507,10552,0.0,Petrzalka,22.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
10514,10514,10553,0.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
10627,10627,10580,0.0,Petrzalka,26.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
10651,10651,10620,1.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
10983,10983,11063,0.0,Petrzalka,22.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
11703,11703,11776,1.0,Okolie,25.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
11788,11788,11722,1.0,Okolie,26.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
11972,11972,11980,1.0,Ruzinov,29.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
12022,12022,12027,0.0,Ruzinov,25.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
12227,12227,12261,0.0,Okolie,19.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
12259,12259,12105,0.0,Petrzalka,19.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
12322,12322,12353,1.0,Petrzalka,21.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
12697,12697,12718,1.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
12942,12942,12911,0.0,Petrzalka,25.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
13056,13056,13078,1.0,Petrzalka,22.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
13286,13286,13398,0.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
13339,13339,13388,1.0,Petrzalka,26.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
13385,13385,13358,0.0,Petrzalka,25.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
13393,13393,13301,0.0,Okolie,24.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
13442,13442,13460,0.0,Okolie,20.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
13496,13496,13565,1.0,Petrzalka,32.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
13845,13845,13766,0.0,Petrzalka,18.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
14222,14222,14235,1.0,Petrzalka,25.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
14562,14562,14645,1.0,Okolie,18.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
14622,14622,14651,1.0,Okolie,25.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
15082,15082,15088,0.0,Ruzinov,26.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
15264,15264,15333,1.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
15422,15422,15472,1.0,Petrzalka,21.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
16207,16207,16211,1.0,Petrzalka,25.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
16638,16638,16714,1.0,Okolie,28.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
16652,16652,16689,1.0,Okolie,22.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
16678,16678,16645,1.0,Okolie,25.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
16923,16923,16968,1.0,Okolie,20.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
17029,17029,17047,1.0,Petrzalka,28.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
17283,17283,17310,1.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
17558,17558,17504,0.0,Okolie,20.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
17736,17736,17749,1.0,Okolie,21.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
18419,18419,18512,1.0,Petrzalka,29.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
18650,18650,18736,1.0,Petrzalka,19.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
18666,18666,18673,0.0,Petrzalka,29.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
18669,18669,18737,0.0,Okolie,16.0,48.295065799999996,17.2426343,ages_1-17,Okolie_ages_1-17
18821,18821,18863,1.0,Okolie,17.0,48.295065799999996,17.2426343,ages_1-17,Okolie_ages_1-17
18838,18838,18733,0.0,Petrzalka,18.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
18871,18871,18853,1.0,Okolie,21.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
18896,18896,18836,0.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
18997,18997,18941,1.0,Ruzinov,21.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
19145,19145,19147,1.0,Okolie,26.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
19177,19177,19223,1.0,Okolie,21.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
19180,19180,19002,0.0,Okolie,16.0,48.295065799999996,17.2426343,ages_1-17,Okolie_ages_1-17
19432,19432,19477,1.0,Petrzalka,30.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
19516,19516,19595,0.0,Ruzinov,27.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
19648,19648,19589,0.0,Ruzinov,29.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
19787,19787,19725,1.0,Petrzalka,29.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
19849,19849,19829,1.0,Petrzalka,30.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
19913,19913,19886,1.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
20078,20078,20048,1.0,Petrzalka,29.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
20092,20092,20113,1.0,Ruzinov,29.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
